customer_id,subscription_id,amount,payment_method,failure_reason,attempt_number,previous_successes,previous_failures,customer_tenure_days,subscription_age_days,plan_value,days_since_failure,historical_recovery_rate,customer_segment,recovered
C3840,sub_3840,4999,netbanking,bank_decline,5,8,2,175,269,4999,21,0.692,loyal,0
C3841,sub_3841,299,card,insufficient_funds,4,10,6,1393,889,299,2,0.579,standard,0
C3842,sub_3842,1499,card,insufficient_funds,5,6,5,1191,829,1499,12,0.5,standard,0
C3843,sub_3843,2499,card,network,1,7,5,132,528,2499,20,0.533,new,1
C3844,sub_3844,799,card,network,3,6,6,660,158,799,5,0.467,loyal,0
C3845,sub_3845,999,card,card_expired,4,6,4,1360,200,999,11,0.538,standard,0
C3846,sub_3846,799,card,network,5,9,4,1027,16,799,18,0.625,loyal,1
C3847,sub_3847,799,card,network,1,13,3,299,697,799,5,0.737,enterprise,1
C3848,sub_3848,4999,card,bank_decline,5,10,5,1053,653,4999,2,0.611,standard,0
C3849,sub_3849,799,upi,insufficient_funds,1,9,4,291,290,799,10,0.625,standard,0
C3850,sub_3850,499,card,insufficient_funds,2,0,3,534,658,499,17,0.167,new,0
C3851,sub_3851,1499,upi,insufficient_funds,4,7,0,301,519,1499,12,0.8,standard,0
C3852,sub_3852,999,card,bank_decline,2,13,5,1043,735,999,9,0.667,standard,0
C3853,sub_3853,2499,card,insufficient_funds,5,5,2,1397,78,2499,14,0.6,standard,0
C3854,sub_3854,299,card,bank_decline,5,7,2,76,179,299,1,0.667,standard,0
C3855,sub_3855,4999,upi,technical,1,4,0,909,726,4999,7,0.714,standard,1
C3856,sub_3856,1499,card,card_expired,2,2,1,380,333,1499,19,0.5,standard,0
C3857,sub_3857,2499,card,insufficient_funds,1,9,0,1128,863,2499,8,0.833,new,0
C3858,sub_3858,799,upi,bank_decline,4,4,0,217,792,799,21,0.714,standard,0
C3859,sub_3859,999,upi,insufficient_funds,5,8,0,555,85,999,12,0.818,loyal,0
C3860,sub_3860,799,card,insufficient_funds,4,8,2,316,363,799,20,0.692,standard,0
C3861,sub_3861,2499,card,insufficient_funds,1,11,5,1311,658,2499,13,0.632,new,0
C3862,sub_3862,299,card,insufficient_funds,1,13,6,133,123,299,9,0.636,standard,0
C3863,sub_3863,999,card,network,1,7,1,877,774,999,20,0.727,standard,1
C3864,sub_3864,499,upi,insufficient_funds,3,0,2,189,89,499,5,0.2,loyal,0
C3865,sub_3865,1499,card,network,4,8,5,903,99,1499,8,0.562,standard,0
C3866,sub_3866,4999,card,insufficient_funds,1,12,4,1154,489,4999,15,0.684,standard,0
C3867,sub_3867,1499,card,card_expired,5,6,6,1130,222,1499,19,0.467,loyal,0
C3868,sub_3868,299,card,technical,2,7,2,59,575,299,4,0.667,loyal,1
C3869,sub_3869,799,upi,network,3,10,1,1162,353,799,21,0.786,standard,0
C3870,sub_3870,299,card,card_expired,4,6,1,452,244,299,9,0.7,standard,0
C3871,sub_3871,999,card,insufficient_funds,3,5,4,1025,753,999,7,0.5,new,0
C3872,sub_3872,499,card,network,3,6,0,1446,144,499,2,0.778,standard,1
C3873,sub_3873,1499,card,network,2,11,3,187,444,1499,0,0.706,loyal,1
C3874,sub_3874,999,card,network,3,6,2,550,152,999,12,0.636,new,0
C3875,sub_3875,799,card,network,2,4,6,1301,124,799,13,0.385,standard,0
C3876,sub_3876,4999,upi,network,2,8,6,220,185,4999,2,0.529,standard,1
C3877,sub_3877,2499,upi,insufficient_funds,4,9,3,398,231,2499,19,0.667,loyal,0
C3878,sub_3878,1499,netbanking,insufficient_funds,5,12,4,828,371,1499,11,0.684,new,0
C3879,sub_3879,799,netbanking,network,5,12,2,1494,421,799,1,0.765,loyal,1
C3880,sub_3880,499,card,network,2,10,5,449,125,499,18,0.611,standard,0
C3881,sub_3881,1499,card,network,2,10,2,584,36,1499,4,0.733,loyal,1
C3882,sub_3882,2499,card,insufficient_funds,1,6,5,1195,86,2499,14,0.5,loyal,0
C3883,sub_3883,2499,upi,insufficient_funds,2,4,6,188,568,2499,14,0.385,loyal,1
C3884,sub_3884,2499,card,insufficient_funds,3,7,1,498,876,2499,17,0.727,loyal,1
C3885,sub_3885,299,card,network,2,9,1,480,23,299,17,0.769,enterprise,1
C3886,sub_3886,4999,card,network,4,7,2,607,32,4999,21,0.667,loyal,0
C3887,sub_3887,499,card,technical,1,2,5,864,703,499,1,0.3,standard,0
C3888,sub_3888,299,upi,network,3,0,4,340,652,299,8,0.143,standard,0
C3889,sub_3889,999,upi,network,2,0,1,593,660,999,8,0.25,new,0
C3890,sub_3890,999,card,network,3,5,2,1376,156,999,8,0.6,standard,0
C3891,sub_3891,299,netbanking,technical,1,11,4,1244,779,299,5,0.667,standard,1
C3892,sub_3892,499,card,card_expired,3,11,6,1434,561,499,5,0.6,new,0
C3893,sub_3893,499,card,card_expired,4,11,3,1026,142,499,21,0.706,enterprise,0
C3894,sub_3894,999,card,technical,5,9,0,877,104,999,19,0.833,standard,1
C3895,sub_3895,2499,upi,network,2,0,0,328,542,2499,15,0.333,new,0
C3896,sub_3896,1499,card,technical,3,12,0,246,701,1499,12,0.867,standard,0
C3897,sub_3897,299,card,network,4,13,0,812,703,299,10,0.875,new,1
C3898,sub_3898,499,netbanking,card_expired,3,11,2,613,529,499,15,0.75,new,0
C3899,sub_3899,1499,card,insufficient_funds,3,6,1,1183,464,1499,18,0.7,standard,0
C3900,sub_3900,2499,card,insufficient_funds,2,3,2,24,626,2499,9,0.5,standard,0
C3901,sub_3901,299,upi,technical,5,12,5,1337,118,299,11,0.65,loyal,0
C3902,sub_3902,799,netbanking,network,4,2,3,264,329,799,20,0.375,standard,0
C3903,sub_3903,299,upi,technical,5,11,5,598,89,299,20,0.632,loyal,0
C3904,sub_3904,999,netbanking,insufficient_funds,4,13,3,540,755,999,5,0.737,loyal,1
C3905,sub_3905,799,card,card_expired,2,12,1,1387,545,799,5,0.812,new,0
C3906,sub_3906,499,card,technical,2,7,6,1083,699,499,4,0.5,new,1
C3907,sub_3907,4999,upi,network,1,11,3,63,448,4999,0,0.706,loyal,0
C3908,sub_3908,2499,card,technical,4,11,5,1281,836,2499,15,0.632,loyal,0
C3909,sub_3909,999,card,card_expired,4,13,0,1018,836,999,9,0.875,new,1
C3910,sub_3910,2499,netbanking,bank_decline,2,5,5,111,555,2499,0,0.462,standard,0
C3911,sub_3911,799,card,network,1,8,5,1175,750,799,4,0.562,standard,1
C3912,sub_3912,4999,card,insufficient_funds,5,11,1,60,593,4999,11,0.8,new,0
C3913,sub_3913,799,netbanking,card_expired,2,3,5,643,651,799,18,0.364,standard,0
C3914,sub_3914,799,netbanking,insufficient_funds,3,3,5,251,223,799,14,0.364,loyal,0
C3915,sub_3915,999,netbanking,network,1,5,6,26,884,999,11,0.429,standard,0
C3916,sub_3916,1499,netbanking,network,1,5,1,843,166,1499,4,0.667,standard,1
C3917,sub_3917,1499,card,bank_decline,5,10,6,1033,625,1499,6,0.579,new,0
C3918,sub_3918,2499,netbanking,network,4,13,5,724,546,2499,17,0.667,new,1
C3919,sub_3919,499,card,bank_decline,1,2,2,520,84,499,17,0.429,standard,1
C3920,sub_3920,1499,upi,technical,1,4,2,775,697,1499,19,0.556,standard,1
C3921,sub_3921,499,card,network,3,13,1,236,70,499,11,0.824,loyal,1
C3922,sub_3922,499,upi,network,4,8,3,84,459,499,6,0.643,loyal,1
C3923,sub_3923,999,card,card_expired,3,2,6,244,734,999,11,0.273,new,0
C3924,sub_3924,999,upi,network,5,8,5,90,113,999,19,0.562,new,0
C3925,sub_3925,1499,card,card_expired,4,12,1,1156,325,1499,3,0.812,standard,0
C3926,sub_3926,299,card,card_expired,4,5,0,916,457,299,18,0.75,loyal,0
C3927,sub_3927,2499,card,card_expired,2,6,0,289,831,2499,21,0.778,standard,0
C3928,sub_3928,999,card,insufficient_funds,4,8,4,859,344,999,18,0.6,loyal,0
C3929,sub_3929,1499,upi,card_expired,5,11,2,731,107,1499,14,0.75,standard,0
C3930,sub_3930,2499,card,card_expired,1,7,5,175,119,2499,9,0.533,standard,0
C3931,sub_3931,1499,card,network,4,13,5,1455,179,1499,18,0.667,standard,0
C3932,sub_3932,999,card,card_expired,5,10,1,1407,780,999,3,0.786,standard,0
C3933,sub_3933,999,card,technical,3,5,4,1140,696,999,16,0.5,standard,0
C3934,sub_3934,499,upi,card_expired,4,6,5,1214,376,499,8,0.5,standard,0
C3935,sub_3935,999,card,insufficient_funds,2,9,6,825,762,999,11,0.556,standard,0
C3936,sub_3936,499,card,insufficient_funds,1,0,5,1207,826,499,10,0.125,enterprise,0
C3937,sub_3937,1499,card,network,5,3,2,797,780,1499,0,0.5,standard,0
C3938,sub_3938,799,card,network,2,3,6,257,5,799,21,0.333,loyal,1
C3939,sub_3939,499,upi,network,4,11,1,259,90,499,14,0.8,enterprise,0
C3940,sub_3940,999,card,technical,2,11,5,1282,653,999,13,0.632,standard,1
C3941,sub_3941,4999,card,network,2,11,2,675,344,4999,2,0.75,standard,1
C3942,sub_3942,999,upi,bank_decline,4,1,6,1096,143,999,17,0.2,new,0
C3943,sub_3943,799,card,network,2,4,5,225,582,799,21,0.417,loyal,0
C3944,sub_3944,999,card,insufficient_funds,5,4,4,677,320,999,17,0.455,loyal,0
C3945,sub_3945,1499,card,insufficient_funds,1,0,1,134,826,1499,5,0.25,enterprise,0
C3946,sub_3946,499,netbanking,insufficient_funds,1,3,1,338,519,499,3,0.571,standard,0
C3947,sub_3947,999,card,bank_decline,1,6,6,172,215,999,8,0.467,loyal,1
C3948,sub_3948,299,card,technical,2,12,5,320,841,299,0,0.65,standard,1
C3949,sub_3949,2499,netbanking,bank_decline,1,2,3,913,540,2499,12,0.375,standard,0
C3950,sub_3950,1499,upi,network,2,12,6,18,267,1499,10,0.619,standard,0
C3951,sub_3951,299,card,bank_decline,1,11,5,298,130,299,11,0.632,standard,1
C3952,sub_3952,999,netbanking,network,4,2,2,1039,499,999,21,0.429,standard,0
C3953,sub_3953,4999,card,technical,1,3,5,232,672,4999,14,0.364,standard,1
C3954,sub_3954,4999,upi,insufficient_funds,5,6,5,837,752,4999,9,0.5,enterprise,0
C3955,sub_3955,299,upi,insufficient_funds,5,13,3,1302,115,299,17,0.737,standard,0
C3956,sub_3956,499,card,network,4,10,0,1172,389,499,8,0.846,loyal,1
C3957,sub_3957,499,card,network,4,13,5,191,899,499,16,0.667,standard,0
C3958,sub_3958,799,card,network,4,4,2,229,595,799,20,0.556,new,0
C3959,sub_3959,4999,netbanking,technical,5,12,2,1061,83,4999,19,0.765,standard,0
C3960,sub_3960,1499,card,bank_decline,3,13,4,526,825,1499,11,0.7,loyal,0
C3961,sub_3961,499,card,technical,4,8,5,631,617,499,10,0.562,loyal,0
C3962,sub_3962,799,upi,network,3,2,0,720,414,799,8,0.6,new,0
C3963,sub_3963,1499,upi,card_expired,4,3,5,872,699,1499,11,0.364,standard,0
C3964,sub_3964,1499,card,network,2,1,2,679,583,1499,20,0.333,standard,0
C3965,sub_3965,999,upi,insufficient_funds,1,11,3,44,232,999,19,0.706,standard,0
C3966,sub_3966,799,card,insufficient_funds,5,4,6,150,717,799,13,0.385,standard,0
C3967,sub_3967,4999,upi,insufficient_funds,4,9,1,10,230,4999,6,0.769,loyal,0
C3968,sub_3968,999,card,card_expired,4,3,1,404,206,999,8,0.571,standard,0
C3969,sub_3969,2499,card,network,2,13,6,1227,536,2499,5,0.636,new,1
C3970,sub_3970,4999,upi,insufficient_funds,4,10,2,1457,17,4999,4,0.733,new,0
C3971,sub_3971,799,card,card_expired,3,5,6,718,567,799,0,0.429,enterprise,0
C3972,sub_3972,2499,card,network,1,6,2,50,495,2499,17,0.636,standard,1
C3973,sub_3973,2499,card,technical,5,0,4,116,648,2499,16,0.143,standard,0
C3974,sub_3974,499,upi,insufficient_funds,5,1,3,1224,144,499,3,0.286,loyal,0
C3975,sub_3975,499,netbanking,bank_decline,5,13,6,521,522,499,15,0.636,standard,0
C3976,sub_3976,499,upi,card_expired,3,11,3,1323,398,499,3,0.706,standard,0
C3977,sub_3977,1499,netbanking,bank_decline,2,11,3,764,157,1499,6,0.706,new,0
C3978,sub_3978,2499,netbanking,bank_decline,1,9,3,1320,407,2499,5,0.667,loyal,1
C3979,sub_3979,2499,card,bank_decline,4,3,2,211,831,2499,2,0.5,loyal,0
C3980,sub_3980,799,card,card_expired,5,1,3,1288,742,799,16,0.286,standard,0
C3981,sub_3981,1499,netbanking,network,1,10,3,824,150,1499,0,0.688,standard,0
C3982,sub_3982,299,netbanking,network,4,4,5,661,762,299,8,0.417,standard,0
C3983,sub_3983,1499,netbanking,card_expired,1,0,0,797,509,1499,10,0.333,standard,0
C3984,sub_3984,999,upi,network,4,0,3,497,43,999,12,0.167,standard,0
C3985,sub_3985,2499,card,network,1,7,3,908,828,2499,4,0.615,standard,1
C3986,sub_3986,4999,netbanking,network,5,11,5,1157,473,4999,10,0.632,standard,0
C3987,sub_3987,999,netbanking,insufficient_funds,1,5,4,1217,821,999,17,0.5,enterprise,1
C3988,sub_3988,1499,upi,network,3,13,3,1467,89,1499,8,0.737,standard,1
C3989,sub_3989,4999,upi,card_expired,4,5,0,625,151,4999,20,0.75,standard,0
C3990,sub_3990,799,card,bank_decline,5,10,2,1155,811,799,9,0.733,standard,0
C3991,sub_3991,499,netbanking,bank_decline,2,3,1,1333,215,499,17,0.571,loyal,0
C3992,sub_3992,999,card,insufficient_funds,5,8,1,36,494,999,2,0.75,loyal,0
C3993,sub_3993,799,upi,insufficient_funds,1,3,5,717,542,799,18,0.364,enterprise,0
C3994,sub_3994,1499,card,card_expired,3,10,3,1054,853,1499,10,0.688,standard,0
C3995,sub_3995,2499,card,insufficient_funds,5,6,5,691,304,2499,21,0.5,standard,0
C3996,sub_3996,999,card,card_expired,2,0,0,159,678,999,15,0.333,standard,0
C3997,sub_3997,799,card,network,3,3,6,986,658,799,16,0.333,loyal,0
C3998,sub_3998,999,card,technical,3,4,3,615,631,999,3,0.5,standard,0
C3999,sub_3999,999,netbanking,network,2,6,1,930,470,999,12,0.7,standard,1
C4000,sub_4000,499,card,bank_decline,4,3,2,12,64,499,16,0.5,standard,0
C4001,sub_4001,2499,netbanking,card_expired,3,8,5,27,240,2499,17,0.562,standard,1
C4002,sub_4002,799,card,network,4,13,4,908,505,799,8,0.7,standard,1
C4003,sub_4003,999,card,bank_decline,3,9,1,1473,370,999,12,0.769,standard,1
C4004,sub_4004,4999,upi,network,5,4,6,962,166,4999,3,0.385,standard,0
C4005,sub_4005,499,upi,bank_decline,3,9,0,1414,622,499,9,0.833,new,0
C4006,sub_4006,799,card,card_expired,4,13,1,1272,415,799,10,0.824,standard,0
C4007,sub_4007,499,upi,network,4,3,5,429,706,499,0,0.364,new,0
C4008,sub_4008,999,upi,network,5,3,3,162,493,999,20,0.444,loyal,0
C4009,sub_4009,799,card,bank_decline,5,0,3,842,333,799,14,0.167,standard,0
C4010,sub_4010,4999,netbanking,insufficient_funds,2,11,6,934,98,4999,4,0.6,standard,0
C4011,sub_4011,799,upi,technical,2,11,5,1158,95,799,19,0.632,standard,0
C4012,sub_4012,1499,upi,bank_decline,2,5,6,786,456,1499,15,0.429,loyal,0
C4013,sub_4013,299,card,card_expired,3,12,1,1381,318,299,15,0.812,loyal,1
C4014,sub_4014,999,card,network,3,9,5,1267,646,999,20,0.588,standard,1
C4015,sub_4015,2499,card,bank_decline,1,13,1,883,567,2499,8,0.824,standard,1
C4016,sub_4016,1499,upi,technical,5,12,5,831,256,1499,7,0.65,loyal,0
C4017,sub_4017,499,upi,network,5,13,3,38,684,499,13,0.737,loyal,0
C4018,sub_4018,4999,card,insufficient_funds,4,5,4,1173,509,4999,19,0.5,standard,0
C4019,sub_4019,2499,upi,network,2,8,0,1024,791,2499,17,0.818,standard,1
C4020,sub_4020,799,card,insufficient_funds,5,2,6,1345,857,799,17,0.273,new,0
C4021,sub_4021,4999,card,bank_decline,2,12,1,148,865,4999,16,0.812,loyal,1
C4022,sub_4022,499,netbanking,insufficient_funds,2,4,4,227,115,499,0,0.455,standard,1
C4023,sub_4023,799,card,card_expired,5,6,1,1010,476,799,10,0.7,enterprise,0
C4024,sub_4024,4999,card,insufficient_funds,5,8,6,739,26,4999,7,0.529,new,0
C4025,sub_4025,4999,card,network,3,11,2,885,792,4999,7,0.75,standard,1
C4026,sub_4026,2499,card,network,1,10,5,657,632,2499,18,0.611,loyal,0
C4027,sub_4027,499,upi,bank_decline,1,13,5,964,236,499,8,0.667,loyal,0
C4028,sub_4028,499,netbanking,card_expired,5,9,3,991,546,499,18,0.667,loyal,0
C4029,sub_4029,1499,card,insufficient_funds,2,11,0,291,504,1499,19,0.857,standard,1
C4030,sub_4030,299,card,bank_decline,4,8,1,1142,489,299,10,0.75,enterprise,1
C4031,sub_4031,4999,card,network,2,5,4,745,485,4999,3,0.5,enterprise,1
C4032,sub_4032,4999,card,network,3,12,3,867,885,4999,15,0.722,enterprise,0
C4033,sub_4033,2499,card,network,5,5,4,930,692,2499,18,0.5,standard,0
C4034,sub_4034,4999,card,technical,3,8,1,1119,362,4999,8,0.75,loyal,1
C4035,sub_4035,499,upi,bank_decline,3,4,3,457,696,499,4,0.5,new,0
C4036,sub_4036,4999,card,card_expired,3,6,0,20,127,4999,11,0.778,standard,0
C4037,sub_4037,499,card,network,2,5,3,280,257,499,21,0.545,new,0
C4038,sub_4038,299,card,network,3,3,0,1448,106,299,11,0.667,standard,1
C4039,sub_4039,499,upi,card_expired,3,11,4,341,797,499,9,0.667,enterprise,0
C4040,sub_4040,2499,card,insufficient_funds,1,10,3,381,22,2499,9,0.688,standard,1
C4041,sub_4041,4999,card,technical,3,9,5,1288,802,4999,16,0.588,standard,0
C4042,sub_4042,1499,upi,bank_decline,4,1,3,361,749,1499,7,0.286,loyal,0
C4043,sub_4043,499,card,insufficient_funds,1,3,1,702,853,499,16,0.571,standard,0
C4044,sub_4044,1499,netbanking,bank_decline,5,3,1,562,689,1499,21,0.571,standard,0
C4045,sub_4045,999,card,technical,5,9,5,994,412,999,16,0.588,standard,0
C4046,sub_4046,999,upi,insufficient_funds,4,12,6,895,730,999,20,0.619,standard,0
C4047,sub_4047,799,netbanking,card_expired,1,5,0,777,888,799,17,0.75,standard,0
C4048,sub_4048,299,card,technical,3,4,4,757,803,299,18,0.455,loyal,0
C4049,sub_4049,799,upi,network,5,7,3,1252,706,799,0,0.615,standard,0
C4050,sub_4050,4999,card,technical,1,13,1,876,690,4999,7,0.824,standard,1
C4051,sub_4051,799,upi,network,4,5,3,767,588,799,6,0.545,standard,1
C4052,sub_4052,299,netbanking,card_expired,5,3,6,1332,802,299,18,0.333,loyal,0
C4053,sub_4053,799,upi,bank_decline,1,7,1,149,389,799,5,0.727,standard,0
C4054,sub_4054,999,netbanking,card_expired,2,12,5,1251,451,999,21,0.65,loyal,1
C4055,sub_4055,1499,card,insufficient_funds,4,10,0,304,758,1499,15,0.846,standard,0
C4056,sub_4056,1499,card,card_expired,5,7,5,504,236,1499,2,0.533,new,0
C4057,sub_4057,799,card,network,4,10,0,29,687,799,15,0.846,standard,0
C4058,sub_4058,499,upi,network,3,0,0,861,100,499,7,0.333,standard,0
C4059,sub_4059,999,netbanking,network,4,10,0,1248,527,999,6,0.846,new,0
C4060,sub_4060,299,upi,card_expired,3,1,5,578,32,299,21,0.222,standard,0
C4061,sub_4061,999,card,insufficient_funds,3,5,4,998,897,999,17,0.5,loyal,0
C4062,sub_4062,999,card,network,4,4,4,595,757,999,16,0.455,standard,0
C4063,sub_4063,799,upi,technical,1,9,1,1141,225,799,6,0.769,standard,1
C4064,sub_4064,1499,netbanking,insufficient_funds,2,3,6,1497,136,1499,14,0.333,standard,0
C4065,sub_4065,2499,card,insufficient_funds,1,3,5,1075,577,2499,7,0.364,standard,0
C4066,sub_4066,499,card,insufficient_funds,4,12,3,517,811,499,13,0.722,loyal,0
C4067,sub_4067,999,card,network,4,6,6,1238,289,999,8,0.467,enterprise,0
C4068,sub_4068,999,card,bank_decline,1,10,1,66,865,999,13,0.786,loyal,0
C4069,sub_4069,999,netbanking,insufficient_funds,1,8,2,1480,412,999,16,0.692,standard,1
C4070,sub_4070,799,card,network,2,8,0,1260,398,799,6,0.818,loyal,0
C4071,sub_4071,499,card,technical,2,9,1,983,305,499,0,0.769,loyal,1
C4072,sub_4072,499,card,bank_decline,3,9,5,934,244,499,2,0.588,new,1
C4073,sub_4073,299,card,bank_decline,3,12,2,385,301,299,19,0.765,standard,0
C4074,sub_4074,299,netbanking,bank_decline,2,10,4,652,156,299,21,0.647,standard,0
C4075,sub_4075,2499,card,technical,1,4,6,161,339,2499,15,0.385,loyal,0
C4076,sub_4076,299,card,insufficient_funds,4,2,5,514,261,299,2,0.3,standard,0
C4077,sub_4077,2499,card,card_expired,4,11,2,888,51,2499,12,0.75,standard,0
C4078,sub_4078,4999,netbanking,card_expired,4,5,2,549,326,4999,9,0.6,standard,0
C4079,sub_4079,499,netbanking,network,5,4,0,1158,36,499,5,0.714,standard,1
C4080,sub_4080,999,card,network,5,1,5,1281,163,999,8,0.222,standard,0
C4081,sub_4081,799,card,network,5,7,6,846,652,799,17,0.5,standard,0
C4082,sub_4082,799,card,card_expired,4,7,3,517,23,799,21,0.615,standard,0
C4083,sub_4083,799,card,bank_decline,1,11,3,462,280,799,19,0.706,standard,0
C4084,sub_4084,799,card,bank_decline,2,10,5,824,616,799,4,0.611,enterprise,0
C4085,sub_4085,1499,upi,insufficient_funds,3,10,2,1082,20,1499,11,0.733,new,1
C4086,sub_4086,799,netbanking,network,4,7,2,198,663,799,11,0.667,standard,0
C4087,sub_4087,499,card,insufficient_funds,5,12,6,677,74,499,6,0.619,standard,0
C4088,sub_4088,799,card,insufficient_funds,4,13,2,666,50,799,9,0.778,standard,1
C4089,sub_4089,4999,card,technical,2,11,6,437,177,4999,8,0.6,loyal,1
C4090,sub_4090,4999,card,bank_decline,4,4,1,364,774,4999,1,0.625,enterprise,0
C4091,sub_4091,299,card,technical,4,3,3,1263,44,299,9,0.444,standard,0
C4092,sub_4092,1499,card,bank_decline,4,0,3,654,89,1499,8,0.167,standard,0
C4093,sub_4093,4999,netbanking,technical,3,13,2,869,851,4999,6,0.778,new,1
C4094,sub_4094,499,card,insufficient_funds,4,10,6,67,549,499,13,0.579,standard,0
C4095,sub_4095,299,upi,network,2,13,3,432,511,299,15,0.737,new,1
C4096,sub_4096,499,card,network,2,11,6,343,37,499,1,0.6,standard,0
C4097,sub_4097,799,card,insufficient_funds,2,6,1,499,355,799,7,0.7,new,1
C4098,sub_4098,4999,card,network,2,2,2,1264,519,4999,0,0.429,standard,0
C4099,sub_4099,499,netbanking,network,4,0,3,861,479,499,18,0.167,loyal,0
C4100,sub_4100,799,card,technical,2,11,3,1354,469,799,20,0.706,new,0
C4101,sub_4101,499,card,network,1,4,1,640,102,499,10,0.625,loyal,1
C4102,sub_4102,799,upi,technical,1,5,2,1157,890,799,20,0.6,loyal,1
C4103,sub_4103,4999,upi,bank_decline,5,11,4,249,631,4999,13,0.667,new,0
C4104,sub_4104,299,upi,card_expired,3,6,1,1224,218,299,19,0.7,loyal,0
C4105,sub_4105,999,card,card_expired,3,13,5,919,872,999,20,0.667,standard,0
C4106,sub_4106,1499,card,insufficient_funds,5,7,3,67,272,1499,12,0.615,standard,0
C4107,sub_4107,299,upi,card_expired,1,11,6,1036,118,299,9,0.6,standard,0
C4108,sub_4108,299,card,network,5,1,1,724,803,299,16,0.4,standard,0
C4109,sub_4109,4999,card,technical,4,5,5,10,138,4999,3,0.462,new,0
C4110,sub_4110,499,card,insufficient_funds,4,2,3,1271,55,499,6,0.375,standard,0
C4111,sub_4111,499,card,network,3,0,0,809,566,499,12,0.333,loyal,0
C4112,sub_4112,799,netbanking,bank_decline,4,13,4,913,238,799,4,0.7,loyal,0
C4113,sub_4113,299,upi,card_expired,2,7,1,869,137,299,10,0.727,standard,0
C4114,sub_4114,499,card,insufficient_funds,2,4,0,144,93,499,18,0.714,standard,1
C4115,sub_4115,299,netbanking,card_expired,5,5,3,504,114,299,17,0.545,new,0
C4116,sub_4116,999,card,network,2,3,5,1055,864,999,19,0.364,enterprise,0
C4117,sub_4117,999,card,card_expired,4,1,1,514,603,999,18,0.4,standard,0
C4118,sub_4118,499,card,network,5,12,4,1333,758,499,7,0.684,loyal,0
C4119,sub_4119,4999,upi,network,3,1,0,483,557,4999,15,0.5,new,0
C4120,sub_4120,799,card,network,2,5,1,694,489,799,8,0.667,new,1
C4121,sub_4121,299,card,insufficient_funds,5,2,5,673,196,299,21,0.3,standard,0
C4122,sub_4122,299,upi,insufficient_funds,5,13,0,38,870,299,3,0.875,standard,1
C4123,sub_4123,2499,card,insufficient_funds,3,2,2,1219,741,2499,5,0.429,standard,0
C4124,sub_4124,999,netbanking,network,1,5,3,212,475,999,20,0.545,loyal,1
C4125,sub_4125,499,card,network,3,10,0,708,95,499,5,0.846,standard,1
C4126,sub_4126,499,card,insufficient_funds,3,7,6,1362,684,499,13,0.5,new,0
C4127,sub_4127,499,upi,network,1,5,3,1490,299,499,6,0.545,standard,1
C4128,sub_4128,799,card,card_expired,3,7,2,353,189,799,6,0.667,standard,0
C4129,sub_4129,1499,card,technical,1,6,6,570,665,1499,14,0.467,standard,1
C4130,sub_4130,1499,upi,insufficient_funds,4,4,3,852,753,1499,17,0.5,loyal,0
C4131,sub_4131,2499,netbanking,technical,3,8,4,1051,552,2499,5,0.6,enterprise,1
C4132,sub_4132,299,upi,network,4,5,0,382,67,299,21,0.75,standard,0
C4133,sub_4133,999,upi,network,3,13,1,827,540,999,1,0.824,standard,0
C4134,sub_4134,2499,card,bank_decline,4,6,0,1253,827,2499,2,0.778,standard,1
C4135,sub_4135,499,card,bank_decline,4,10,3,1145,617,499,21,0.688,standard,0
C4136,sub_4136,1499,card,bank_decline,1,3,5,1234,239,1499,1,0.364,standard,0
C4137,sub_4137,299,card,network,3,9,6,1333,582,299,6,0.556,new,0
C4138,sub_4138,4999,upi,bank_decline,4,7,4,1293,224,4999,2,0.571,standard,0
C4139,sub_4139,2499,card,insufficient_funds,3,10,0,772,786,2499,4,0.846,enterprise,0
C4140,sub_4140,1499,card,insufficient_funds,2,6,4,1461,761,1499,1,0.538,loyal,1
C4141,sub_4141,1499,card,network,5,10,4,746,512,1499,7,0.647,new,1
C4142,sub_4142,1499,card,technical,1,0,4,1067,122,1499,6,0.143,enterprise,1
C4143,sub_4143,799,card,network,5,9,5,1414,361,799,3,0.588,loyal,0
C4144,sub_4144,4999,card,bank_decline,4,10,3,74,109,4999,15,0.688,new,0
C4145,sub_4145,499,card,card_expired,2,6,4,1401,689,499,0,0.538,loyal,0
C4146,sub_4146,2499,card,bank_decline,1,0,3,1234,612,2499,10,0.167,enterprise,0
C4147,sub_4147,2499,card,bank_decline,5,7,1,1495,234,2499,6,0.727,standard,0
C4148,sub_4148,2499,upi,bank_decline,3,10,0,1161,770,2499,14,0.846,loyal,1
C4149,sub_4149,299,card,network,5,6,6,243,683,299,7,0.467,standard,0
C4150,sub_4150,999,card,network,5,1,3,459,842,999,10,0.286,standard,0
C4151,sub_4151,1499,card,card_expired,1,5,2,15,252,1499,17,0.6,loyal,0
C4152,sub_4152,1499,card,insufficient_funds,4,13,2,915,158,1499,3,0.778,standard,0
C4153,sub_4153,1499,netbanking,network,2,3,0,661,432,1499,9,0.667,standard,1
C4154,sub_4154,1499,upi,network,5,7,6,717,239,1499,12,0.5,standard,0
C4155,sub_4155,499,netbanking,insufficient_funds,2,4,0,1102,665,499,16,0.714,loyal,1
C4156,sub_4156,2499,netbanking,network,1,9,1,1232,383,2499,11,0.769,loyal,1
C4157,sub_4157,999,card,network,4,5,3,118,565,999,16,0.545,new,0
